Sub District Code,Granularity,Name,Type,villages_Inhabited,villages_Uninhabited,towns,households,Persons,Males,Females,Area,Density
3175,SUB-DISTRICT,Bishamakatak,Urban,289,29,1,"1,958","79,496","37,652","41,844",4.56,"1,842"
3176,SUB-DISTRICT,Kalyanasingpur ,Total,0,0,1,"15,509","8,399","4,280","4,119",552.35,120
3176,SUB-DISTRICT,Kalyanasingpur ,Rural,245,19,0,"14,312","66,029","31,133","34,896",543.83,113
3176,SUB-DISTRICT,Kalyanasingpur ,Urban,245,19,1,"1,197","61,369","28,815","32,554",8.52,547
3177,SUB-DISTRICT,Kashipur ,Total,0,0,0,"17,625","4,660","2,318","2,342",769.78,92
3177,SUB-DISTRICT,Kashipur ,Rural,254,24,0,"17,625","70,542","34,059","36,483",769.78,92
3177,SUB-DISTRICT,Kashipur ,Urban,254,24,0,0,"70,542","34,059","36,483",0,0
3178,SUB-DISTRICT,Andirakanch ,Total,0,0,0,"3,798",0,0,0,134.27,114
3178,SUB-DISTRICT,Andirakanch ,Rural,39,2,0,"3,798","15,258","7,449","7,809",134.27,114
3178,SUB-DISTRICT,Andirakanch ,Urban,39,2,0,0,"15,258","7,449","7,809",0,0
3179,SUB-DISTRICT,Tikiri ,Total,0,0,0,"8,377",0,0,0,235.05,151
3179,SUB-DISTRICT,Tikiri ,Rural,73,0,0,"8,377","35,376","17,476","17,900",235.05,151
3179,SUB-DISTRICT,Tikiri ,Urban,73,0,0,0,"35,376","17,476","17,900",0,0
3180,SUB-DISTRICT,Doraguda ,Total,0,0,0,"4,780",0,0,0,193.82,100
3180,SUB-DISTRICT,Doraguda ,Rural,53,4,0,"4,780","19,457","9,307","10,150",193.82,100
3180,SUB-DISTRICT,Doraguda ,Urban,53,4,0,0,"19,457","9,307","10,150",0,0
3181,SUB-DISTRICT,Rayagada ,Total,0,0,2,"50,909",0,0,0,892.68,249
3181,SUB-DISTRICT,Rayagada ,Rural,318,16,0,"29,956","2,22,518","1,09,316","1,13,202",868.86,153
3181,SUB-DISTRICT,Rayagada ,Urban,318,16,2,"20,953","1,32,758","63,813","68,945",23.82,"3,768"
3182,SUB-DISTRICT,Seskhal ,Total,0,0,0,"10,793","89,760","45,503","44,257",342.08,139
3182,SUB-DISTRICT,Seskhal ,Rural,137,10,0,"10,793","47,586","22,574","25,012",342.08,139
3182,SUB-DISTRICT,Seskhal ,Urban,137,10,0,0,"47,586","22,574","25,012",0,0
3183,SUB-DISTRICT,Gunupur,Total,0,0,1,"27,226",0,0,0,637.26,180
3183,SUB-DISTRICT,Gunupur,Rural,171,8,0,"20,526","1,14,856","56,206","58,650",610.48,141
3183,SUB-DISTRICT,Gunupur,Urban,171,8,1,"6,700","85,986","41,824","44,162",26.78,"1,078"
3184,SUB-DISTRICT,Gudari ,Total,0,0,1,"15,340","28,870","14,382","14,488",574.53,114
3184,SUB-DISTRICT,Gudari ,Rural,187,10,0,"13,644","65,526","32,273","33,253",572.25,102
3184,SUB-DISTRICT,Gudari ,Urban,187,10,1,"1,696","58,595","28,794","29,801",2.28,"3,040"
3185,SUB-DISTRICT,Padmapur,Total,0,0,0,"10,507","6,931","3,479","3,452",215.27,208
3185,SUB-DISTRICT,Padmapur,Rural,92,7,0,"10,507","44,779","22,165","22,614",215.27,208
3185,SUB-DISTRICT,Padmapur,Urban,92,7,0,0,"44,779","22,165","22,614",0,0
3186,SUB-DISTRICT,Puttasing ,Total,0,0,0,"8,497",0,0,0,388.08,102
3186,SUB-DISTRICT,Puttasing ,Rural,58,3,0,"8,497","39,390","19,418","19,972",388.08,102
3186,SUB-DISTRICT,Puttasing ,Urban,58,3,0,0,"39,390","19,418","19,972",0,0
0,DISTRICT,Nabarangapur ,Total,0,0,5,"2,73,423",0,0,0,5291,231
0,DISTRICT,Nabarangapur ,Rural,868,23,0,"2,53,208","12,20,946","6,04,812","6,16,134",5218.69,217
0,DISTRICT,Nabarangapur ,Urban,868,23,5,"20,215","11,33,321","5,60,771","5,72,550",72.31,"1,212"
3187,SUB-DISTRICT,Raighar ,Total,0,0,1,"27,260","87,625","44,041","43,584",585.96,228
3187,SUB-DISTRICT,Raighar ,Rural,74,0,0,"25,896","1,33,537","66,842","66,695",580.89,220
3187,SUB-DISTRICT,Raighar ,Urban,74,0,1,"1,364","1,27,601","63,734","63,867",5.07,"1,171"
3188,SUB-DISTRICT,Kundei ,Total,0,0,0,"10,089","5,936","3,108","2,828",224.8,222
3188,SUB-DISTRICT,Kundei ,Rural,43,0,0,"10,089","50,002","25,144","24,858",224.8,222
3188,SUB-DISTRICT,Kundei ,Urban,43,0,0,0,"50,002","25,144","24,858",0,0
3189,SUB-DISTRICT,Umarkote,Total,0,0,1,"43,769",0,0,0,838.57,246
3189,SUB-DISTRICT,Umarkote,Rural,104,2,0,"37,213","2,06,012","1,02,791","1,03,221",812.67,218
3189,SUB-DISTRICT,Umarkote,Urban,104,2,1,"6,556","1,77,019","88,151","88,868",25.9,"1,119"
3190,SUB-DISTRICT,Chandahandi ,Total,0,0,0,"18,833","28,993","14,640","14,353",265.01,279
3190,SUB-DISTRICT,Chandahandi ,Rural,87,2,0,"18,833","73,953","36,460","37,493",265.01,279
3190,SUB-DISTRICT,Chandahandi ,Urban,87,2,0,0,"73,953","36,460","37,493",0,0
3191,SUB-DISTRICT,Jharigan,Total,0,0,0,"19,162",0,0,0,588.5,141
3191,SUB-DISTRICT,Jharigan,Rural,61,0,0,"19,162","83,006","40,925","42,081",588.5,141
3191,SUB-DISTRICT,Jharigan,Urban,61,0,0,0,"83,006","40,925","42,081",0,0
3192,SUB-DISTRICT,Dabugan,Total,0,0,0,"34,752",0,0,0,785.51,198
3192,SUB-DISTRICT,Dabugan,Rural,135,3,0,"34,752","1,55,383","76,542","78,841",785.51,198
3192,SUB-DISTRICT,Dabugan,Urban,135,3,0,0,"1,55,383","76,542","78,841",0,0
3193,SUB-DISTRICT,Paparahandi,Total,0,0,1,"23,088",0,0,0,470.38,212
3193,SUB-DISTRICT,Paparahandi,Rural,68,0,0,"21,003","99,699","49,144","50,555",460.76,196
3193,SUB-DISTRICT,Paparahandi,Urban,68,0,1,"2,085","90,309","44,622","45,687",9.62,976
3194,SUB-DISTRICT,Kodinga,Total,0,0,0,"23,494","9,390","4,522","4,868",421.95,251
3194,SUB-DISTRICT,Kodinga,Rural,69,0,0,"23,494","1,05,973","52,513","53,460",421.95,251
3194,SUB-DISTRICT,Kodinga,Urban,69,0,0,0,"1,05,973","52,513","53,460",0,0
3195,SUB-DISTRICT,Kosagumuda ,Total,0,0,0,"20,238",0,0,0,412.52,226
3195,SUB-DISTRICT,Kosagumuda ,Rural,73,0,0,"20,238","93,166","45,968","47,198",412.52,226
3195,SUB-DISTRICT,Kosagumuda ,Urban,73,0,0,0,"93,166","45,968","47,198",0,0
3196,SUB-DISTRICT,Nabarangapur P.S,Total,0,0,1,"27,491",0,0,0,290.42,410
3196,SUB-DISTRICT,Nabarangapur P.S,Rural,59,0,0,"18,775","1,18,957","58,923","60,034",260.68,315
3196,SUB-DISTRICT,Nabarangapur P.S,Urban,59,0,1,"8,716","82,012","40,440","41,572",29.74,"1,242"
3197,SUB-DISTRICT,Tentulikhunti ,Total,0,0,0,"17,178","36,945","18,483","18,462",245.56,286
3197,SUB-DISTRICT,Tentulikhunti ,Rural,50,0,0,"17,178","70,316","34,497","35,819",245.56,286
3197,SUB-DISTRICT,Tentulikhunti ,Urban,50,0,0,0,"70,316","34,497","35,819",0,0
3198,SUB-DISTRICT,Khatiguda,Total,0,0,1,"8,069",0,0,0,161.82,191
3198,SUB-DISTRICT,Khatiguda,Rural,45,16,0,"6,575","30,942","15,063","15,879",159.84,154
3198,SUB-DISTRICT,Khatiguda,Urban,45,16,1,"1,494","24,581","11,775","12,806",1.98,"3,213"
0,DISTRICT,Koraput,Total,0,0,7,"3,37,677","6,361","3,288","3,073",8807,157
0,DISTRICT,Koraput,Rural,"1,941",101,0,"2,82,783","13,79,647","6,78,809","7,00,838",8635.29,134
0,DISTRICT,Koraput,Urban,"1,941",101,7,"54,894","11,53,478","5,63,771","5,89,707",171.71,"1,317"
3199,SUB-DISTRICT,Kotpad ,Total,0,0,1,"29,816","2,26,169","1,15,038","1,11,131",540.53,224
3199,SUB-DISTRICT,Kotpad ,Rural,105,8,0,"25,938","1,20,929","59,680","61,249",527.58,198
3199,SUB-DISTRICT,Kotpad ,Urban,105,8,1,"3,878","1,04,603","51,735","52,868",12.95,"1,261"
3200,SUB-DISTRICT,Boriguma ,Total,0,0,1,"23,428","16,326","7,945","8,381",387.81,254
3200,SUB-DISTRICT,Boriguma ,Rural,79,0,0,"20,967","98,341","48,375","49,966",378.5,234
3200,SUB-DISTRICT,Boriguma ,Urban,79,0,1,"2,461","88,556","43,458","45,098",9.31,"1,051"
3201,SUB-DISTRICT,Bhairabsingipur ,Total,0,0,0,"18,133","9,785","4,917","4,868",362.01,195
3201,SUB-DISTRICT,Bhairabsingipur ,Rural,81,2,0,"18,133","70,420","34,353","36,067",362.01,195
3201,SUB-DISTRICT,Bhairabsingipur ,Urban,81,2,0,0,"70,420","34,353","36,067",0,0
3202,SUB-DISTRICT,Dasamantapur,Total,0,0,0,"13,107",0,0,0,603.29,84
3202,SUB-DISTRICT,Dasamantapur,Rural,111,13,0,"13,107","50,736","24,764","25,972",603.29,84
3202,SUB-DISTRICT,Dasamantapur,Urban,111,13,0,0,"50,736","24,764","25,972",0,0
3203,SUB-DISTRICT,Lakshmipur,Total,0,0,0,"9,405",0,0,0,317.65,127
3203,SUB-DISTRICT,Lakshmipur,Rural,71,2,0,"9,405","40,232","19,836","20,396",317.65,127
3203,SUB-DISTRICT,Lakshmipur,Urban,71,2,0,0,"40,232","19,836","20,396",0,0
3204,SUB-DISTRICT,Narayanpatana ,Total,0,0,0,"9,317",0,0,0,568.79,77
3204,SUB-DISTRICT,Narayanpatana ,Rural,123,4,0,"9,317","43,575","21,325","22,250",568.79,77
3204,SUB-DISTRICT,Narayanpatana ,Urban,123,4,0,0,"43,575","21,325","22,250",0,0
3205,SUB-DISTRICT,Bandhugaon ,Total,0,0,0,"12,600",0,0,0,424.81,139
3205,SUB-DISTRICT,Bandhugaon ,Rural,148,5,0,"12,600","58,974","28,460","30,514",424.81,139
3205,SUB-DISTRICT,Bandhugaon ,Urban,148,5,0,0,"58,974","28,460","30,514",0,0
3206,SUB-DISTRICT,Kakiriguma ,Total,0,0,0,"6,456",0,0,0,195.92,129
3206,SUB-DISTRICT,Kakiriguma ,Rural,29,1,0,"6,456","25,329","12,191","13,138",195.92,129
3206,SUB-DISTRICT,Kakiriguma ,Urban,29,1,0,0,"25,329","12,191","13,138",0,0
3207,SUB-DISTRICT,Koraput ,Total,0,0,0,"18,019",0,0,0,746.59,91
3207,SUB-DISTRICT,Koraput ,Rural,123,1,0,"18,019","68,193","32,883","35,310",746.59,91
3207,SUB-DISTRICT,Koraput ,Urban,123,1,0,0,"68,193","32,883","35,310",0,0
3208,SUB-DISTRICT,Koraput Town ,Total,0,0,1,"13,244",0,0,0,104.97,522
3208,SUB-DISTRICT,Koraput Town ,Rural,8,0,0,"1,865","54,832","28,045","26,787",43.9,168
3208,SUB-DISTRICT,Koraput Town ,Urban,8,0,1,"11,379","7,364","3,492","3,872",61.07,777
3209,SUB-DISTRICT,Jeypore ,Total,0,0,1,"42,687","47,468","24,553","22,915",342.06,532
3209,SUB-DISTRICT,Jeypore ,Rural,96,6,0,"22,714","1,81,906","90,328","91,578",316.16,307
3209,SUB-DISTRICT,Jeypore ,Urban,96,6,1,"19,973","97,076","47,726","49,350",25.9,"3,275"
3210,SUB-DISTRICT,Kundura,Total,0,0,0,"13,835","84,830","42,602","42,228",294.06,194
3210,SUB-DISTRICT,Kundura,Rural,67,0,0,"13,835","57,038","27,830","29,208",294.06,194
3210,SUB-DISTRICT,Kundura,Urban,67,0,0,0,"57,038","27,830","29,208",0,0
3211,SUB-DISTRICT,Boipariguda ,Total,0,0,0,"30,531",0,0,0,1280.32,98
3211,SUB-DISTRICT,Boipariguda ,Rural,296,27,0,"30,531","1,25,337","61,225","64,112",1280.32,98
3211,SUB-DISTRICT,Boipariguda ,Urban,296,27,0,0,"1,25,337","61,225","64,112",0,0
3212,SUB-DISTRICT,Machh kund ,Total,0,0,0,"10,815",0,0,0,398.38,103
3212,SUB-DISTRICT,Machh kund ,Rural,115,9,0,"10,815","41,132","20,065","21,067",398.38,103
3212,SUB-DISTRICT,Machh kund ,Urban,115,9,0,0,"41,132","20,065","21,067",0,0
3213,SUB-DISTRICT,Padua ,Total,0,0,0,"14,015",0,0,0,474.24,115
3213,SUB-DISTRICT,Padua ,Rural,102,8,0,"14,015","54,561","26,444","28,117",474.24,115
3213,SUB-DISTRICT,Padua ,Urban,102,8,0,0,"54,561","26,444","28,117",0,0
3214,SUB-DISTRICT,Nandapur,Total,0,0,0,"19,204",0,0,0,659.89,110
3214,SUB-DISTRICT,Nandapur,Rural,204,12,0,"19,204","72,579","35,322","37,257",659.89,110
3214,SUB-DISTRICT,Nandapur,Urban,204,12,0,0,"72,579","35,322","37,257",0,0
3215,SUB-DISTRICT,Similiguda ,Total,0,0,0,"5,816",0,0,0,156.03,143
3215,SUB-DISTRICT,Similiguda ,Rural,22,0,0,"5,816","22,247","10,778","11,469",156.03,143
3215,SUB-DISTRICT,Similiguda ,Urban,22,0,0,0,"22,247","10,778","11,469",0,0
3216,SUB-DISTRICT,Sunabeda,Total,0,0,1,"16,350",0,0,0,82.38,797
3216,SUB-DISTRICT,Sunabeda,Rural,12,0,0,"3,906","65,664","33,706","31,958",44.98,340
3216,SUB-DISTRICT,Sunabeda,Urban,12,0,1,"12,444","15,270","7,690","7,580",37.4,"1,347"
3217,SUB-DISTRICT,Damonjodi,Total,0,0,2,"7,952","50,394","26,016","24,378",59.61,494
3217,SUB-DISTRICT,Damonjodi,Rural,12,0,0,"3,193","29,431","14,948","14,483",34.53,349
3217,SUB-DISTRICT,Damonjodi,Urban,12,0,2,"4,759","12,065","5,943","6,122",25.08,692
3218,SUB-DISTRICT,Pottangi ,Total,0,0,0,"20,547","17,366","9,005","8,361",739.61,119
3218,SUB-DISTRICT,Pottangi ,Rural,104,2,0,"20,547","88,128","43,375","44,753",739.61,119
3218,SUB-DISTRICT,Pottangi ,Urban,104,2,0,0,"88,128","43,375","44,753",0,0
3219,SUB-DISTRICT,Kotiya ,Total,0,0,0,"2,400",0,0,0,68.07,148
3219,SUB-DISTRICT,Kotiya ,Rural,33,1,0,"2,400","10,063","4,876","5,187",68.07,148
3219,SUB-DISTRICT,Kotiya ,Urban,33,1,0,0,"10,063","4,876","5,187",0,0
0,DISTRICT,Malkangiri  ,Total,0,0,3,"1,37,599",0,0,0,5791,106
0,DISTRICT,Malkangiri  ,Rural,995,60,0,"1,26,225","6,13,192","3,03,624","3,09,568",5766.32,98
0,DISTRICT,Malkangiri  ,Urban,995,60,3,"11,374","5,63,664","2,77,901","2,85,763",24.68,"2,007"
3220,SUB-DISTRICT,Malkangiri,Total,0,0,1,"38,997","49,528","25,723","23,805",1191.38,149
3220,SUB-DISTRICT,Malkangiri,Rural,192,10,0,"31,847","1,77,657","88,590","89,067",1173.32,125
3220,SUB-DISTRICT,Malkangiri,Urban,192,10,1,"7,150","1,46,650","72,232","74,418",18.06,"1,717"
3221,SUB-DISTRICT,Mathili ,Total,0,0,0,"18,989","31,007","16,358","14,649",618.08,136
3221,SUB-DISTRICT,Mathili ,Rural,138,6,0,"18,989","84,201","41,700","42,501",618.08,136
3221,SUB-DISTRICT,Mathili ,Urban,138,6,0,0,"84,201","41,700","42,501",0,0
3222,SUB-DISTRICT,Mudulipada ,Total,0,0,0,"6,985",0,0,0,420.02,71
3222,SUB-DISTRICT,Mudulipada ,Rural,89,9,0,"6,985","29,614","14,228","15,386",420.02,71
3222,SUB-DISTRICT,Mudulipada ,Urban,89,9,0,0,"29,614","14,228","15,386",0,0
3223,SUB-DISTRICT,Chitrakonda,Total,0,0,1,"8,110",0,0,0,570.2,59
3223,SUB-DISTRICT,Chitrakonda,Rural,88,5,0,"6,644","33,579","16,246","17,333",568.43,47
3223,SUB-DISTRICT,Chitrakonda,Urban,88,5,1,"1,466","26,854","12,904","13,950",1.77,"3,799"
3224,SUB-DISTRICT,Paparmetla ,Total,0,0,0,"3,351","6,725","3,342","3,383",221.13,69
3224,SUB-DISTRICT,Paparmetla ,Rural,82,6,0,"3,351","15,232","7,503","7,729",221.13,69
3224,SUB-DISTRICT,Paparmetla ,Urban,82,6,0,0,"15,232","7,503","7,729",0,0
3225,SUB-DISTRICT,Jodamba,Total,0,0,0,"3,202",0,0,0,338.44,43
3225,SUB-DISTRICT,Jodamba,Rural,84,0,0,"3,202","14,669","7,241","7,428",338.44,43
3225,SUB-DISTRICT,Jodamba,Urban,84,0,0,0,"14,669","7,241","7,428",0,0
3226,SUB-DISTRICT,Orkel,Total,0,0,1,"16,700",0,0,0,440.87,169
3226,SUB-DISTRICT,Orkel,Rural,98,11,0,"13,942","74,584","36,462","38,122",436.02,144
3226,SUB-DISTRICT,Orkel,Urban,98,11,1,"2,758","62,788","30,439","32,349",4.85,"2,432"
3227,SUB-DISTRICT,Kalimela ,Total,0,0,0,"17,185","11,796","6,023","5,773",824.87,93
3227,SUB-DISTRICT,Kalimela ,Rural,105,7,0,"17,185","76,811","38,331","38,480",824.87,93
3227,SUB-DISTRICT,Kalimela ,Urban,105,7,0,0,"76,811","38,331","38,480",0,0
3228,SUB-DISTRICT,Podia,Total,0,0,0,"6,421",0,0,0,348.38,81
3228,SUB-DISTRICT,Podia,Rural,35,1,0,"6,421","28,264","14,039","14,225",348.38,81
3228,SUB-DISTRICT,Podia,Urban,35,1,0,0,"28,264","14,039","14,225",0,0
3229,SUB-DISTRICT,M.V. 79,Total,0,0,0,"9,750",0,0,0,345.89,126
3229,SUB-DISTRICT,M.V. 79,Rural,32,0,0,"9,750","43,705","21,881","21,824",345.89,126
3229,SUB-DISTRICT,M.V. 79,Urban,32,0,0,0,"43,705","21,881","21,824",0,0
3230,SUB-DISTRICT,Motu ,Total,0,0,0,"7,909",0,0,0,471.74,74
3230,SUB-DISTRICT,Motu ,Rural,52,5,0,"7,909","34,876","17,403","17,473",471.74,74
3230,SUB-DISTRICT,Motu ,Urban,52,5,0,0,"34,876","17,403","17,473",0,0
0,STATE,CHHATTISGARH,Total,0,0,182,"56,50,724",0,0,0,135192,189
0,STATE,CHHATTISGARH,Rural,"19,567",559,0,"43,65,568","2,55,45,198","1,28,32,895","1,27,12,303",131940.34,149
0,STATE,CHHATTISGARH,Urban,"19,567",559,182,"12,85,156","1,96,07,961","97,97,426","98,10,535",3251.66,"1,826"
0,DISTRICT,Koriya,Total,0,0,8,"1,53,274","59,37,237","30,35,469","29,01,768",6604,100
0,DISTRICT,Koriya,Rural,623,13,0,"1,08,193","6,58,917","3,34,737","3,24,180",6389.95,71
0,DISTRICT,Koriya,Urban,623,13,8,"45,081","4,53,618","2,28,338","2,25,280",214.05,959
3231,SUB-DISTRICT,Bharatpur,Total,0,0,0,"23,227","2,05,299","1,06,399","98,900",2347.82,38
3231,SUB-DISTRICT,Bharatpur,Rural,175,8,0,"23,227","88,750","44,528","44,222",2347.82,38
3231,SUB-DISTRICT,Bharatpur,Urban,175,8,0,0,"88,750","44,528","44,222",0,0
3232,SUB-DISTRICT,Baikunthpur,Total,0,0,3,"47,187",0,0,0,690.95,288
3232,SUB-DISTRICT,Baikunthpur,Rural,125,0,0,"31,077","1,98,953","1,01,408","97,545",587.3,215
3232,SUB-DISTRICT,Baikunthpur,Urban,125,0,3,"16,110","1,26,446","63,770","62,676",103.65,700
3233,SUB-DISTRICT,Sonhat,Total,0,0,0,"11,223","72,507","37,638","34,869",1439.51,34
3233,SUB-DISTRICT,Sonhat,Rural,104,1,0,"11,223","48,474","24,549","23,925",1439.51,34
3233,SUB-DISTRICT,Sonhat,Urban,104,1,0,0,"48,474","24,549","23,925",0,0
3234,SUB-DISTRICT,Manendragarh,Total,0,0,4,"33,282",0,0,0,1098.73,136
3234,SUB-DISTRICT,Manendragarh,Rural,127,4,0,"19,794","1,48,993","75,889","73,104",1072.18,80
3234,SUB-DISTRICT,Manendragarh,Urban,127,4,4,"13,488","85,508","43,184","42,324",26.55,"2,391"
3235,SUB-DISTRICT,Khadganva,Total,0,0,1,"38,355","63,485","32,705","30,780",1026.99,169
3235,SUB-DISTRICT,Khadganva,Rural,92,0,0,"22,872","1,73,747","88,363","85,384",943.14,111
3235,SUB-DISTRICT,Khadganva,Urban,92,0,1,"15,483","1,04,440","52,307","52,133",83.85,827
0,DISTRICT,Surguja,Total,0,0,16,"5,26,049","69,307","36,056","33,251",15732,150
0,DISTRICT,Surguja,Rural,"1,746",4,0,"4,76,467","23,59,886","11,93,129","11,66,757",15577.68,136
0,DISTRICT,Surguja,Urban,"1,746",4,16,"49,582","21,16,965","10,67,908","10,49,057",154.32,"1,574"
3236,SUB-DISTRICT,Ramanujganj,Total,0,0,1,"34,064","2,42,921","1,25,221","1,17,700",1134.13,148
3236,SUB-DISTRICT,Ramanujganj,Rural,113,0,0,"31,745","1,68,066","85,624","82,442",1127.43,139
3236,SUB-DISTRICT,Ramanujganj,Urban,113,0,1,"2,319","1,56,173","79,430","76,743",6.7,"1,775"
3237,SUB-DISTRICT,Balrampur,Total,0,0,1,"25,738","11,893","6,194","5,699",1240.09,89
3237,SUB-DISTRICT,Balrampur,Rural,122,2,0,"24,766","1,10,409","56,124","54,285",1236.8,86
3237,SUB-DISTRICT,Balrampur,Urban,122,2,1,972,"1,05,953","53,794","52,159",3.29,"1,354"
3238,SUB-DISTRICT,Wadrafnagar,Total,0,0,1,"36,357","4,456","2,330","2,126",1307.73,123
3238,SUB-DISTRICT,Wadrafnagar,Rural,119,1,0,"35,099","1,60,974","81,823","79,151",1302.08,119
3238,SUB-DISTRICT,Wadrafnagar,Urban,119,1,1,"1,258","1,54,926","78,724","76,202",5.65,"1,070"
3239,SUB-DISTRICT,Pratappur,Total,0,0,2,"33,700","6,048","3,099","2,949",1358.53,111
3239,SUB-DISTRICT,Pratappur,Rural,114,0,0,"31,094","1,50,783","75,989","74,794",1343.3,103
3239,SUB-DISTRICT,Pratappur,Urban,114,0,2,"2,606","1,37,920","69,373","68,547",15.23,845
3240,SUB-DISTRICT,Samri(kusmi),Total,0,0,1,"23,892","12,863","6,616","6,247",1302.76,84
3240,SUB-DISTRICT,Samri(kusmi),Rural,105,0,0,"22,387","1,09,932","55,642","54,290",1292.29,79
3240,SUB-DISTRICT,Samri(kusmi),Urban,105,0,1,"1,505","1,02,484","51,871","50,613",10.47,711
3241,SUB-DISTRICT,Shankargarh,Total,0,0,0,"15,943","7,448","3,771","3,677",531.63,136
3241,SUB-DISTRICT,Shankargarh,Rural,89,0,0,"15,943","72,088","36,419","35,669",531.63,136
3241,SUB-DISTRICT,Shankargarh,Urban,89,0,0,0,"72,088","36,419","35,669",0,0
3242,SUB-DISTRICT,Surajpur,Total,0,0,4,"50,650",0,0,0,744.75,312
3242,SUB-DISTRICT,Surajpur,Rural,119,0,0,"41,586","2,32,411","1,17,485","1,14,926",717.77,265
3242,SUB-DISTRICT,Surajpur,Urban,119,0,4,"9,064","1,89,896","95,495","94,401",26.98,"1,576"
3243,SUB-DISTRICT,Oudgi,Total,0,0,0,"20,158","42,515","21,990","20,525",1614.81,54
3243,SUB-DISTRICT,Oudgi,Rural,99,1,0,"20,158","87,603","44,636","42,967",1614.81,54
3243,SUB-DISTRICT,Oudgi,Urban,99,1,0,0,"87,603","44,636","42,967",0,0
3244,SUB-DISTRICT,Bhaiyathan,Total,0,0,1,"30,792",0,0,0,726.5,181
3244,SUB-DISTRICT,Bhaiyathan,Rural,90,0,0,"28,389","1,31,216","66,322","64,894",713.76,168
3244,SUB-DISTRICT,Bhaiyathan,Urban,90,0,1,"2,403","1,20,012","60,530","59,482",12.74,879
3245,SUB-DISTRICT,Ramanujnagar,Total,0,0,0,"27,496","11,204","5,792","5,412",435.75,281
3245,SUB-DISTRICT,Ramanujnagar,Rural,76,0,0,"27,496","1,22,233","61,370","60,863",435.75,281
3245,SUB-DISTRICT,Ramanujnagar,Urban,76,0,0,0,"1,22,233","61,370","60,863",0,0
3246,SUB-DISTRICT,Premnagar,Total,0,0,1,"14,531",0,0,0,576.21,112
3246,SUB-DISTRICT,Premnagar,Rural,46,0,0,"13,459","64,797","32,579","32,218",564.15,106
3246,SUB-DISTRICT,Premnagar,Urban,46,0,1,"1,072","59,843","30,061","29,782",12.06,411
3247,SUB-DISTRICT,Ambikapur,Total,0,0,1,"60,392","4,954","2,518","2,436",732.54,382
3247,SUB-DISTRICT,Ambikapur,Rural,122,0,0,"36,312","2,79,717","1,42,833","1,36,884",692.37,229
3247,SUB-DISTRICT,Ambikapur,Urban,122,0,1,"24,080","1,58,646","80,057","78,589",40.17,"3,014"
3248,SUB-DISTRICT,Lakhanpur,Total,0,0,1,"28,334","1,21,071","62,776","58,295",671.6,177
3248,SUB-DISTRICT,Lakhanpur,Rural,96,0,0,"26,946","1,18,969","59,782","59,187",664.91,169
3248,SUB-DISTRICT,Lakhanpur,Urban,96,0,1,"1,388","1,12,699","56,610","56,089",6.69,937
3249,SUB-DISTRICT,Udaypur,Total,0,0,0,"18,029","6,270","3,172","3,098",711.71,111
3249,SUB-DISTRICT,Udaypur,Rural,87,0,0,"18,029","78,918","39,780","39,138",711.71,111
3249,SUB-DISTRICT,Udaypur,Urban,87,0,0,0,"78,918","39,780","39,138",0,0
3250,SUB-DISTRICT,Rajpur,Total,0,0,1,"23,892",0,0,0,748.94,146
3250,SUB-DISTRICT,Rajpur,Rural,86,0,0,"22,905","1,09,022","54,624","54,398",742.94,140
3250,SUB-DISTRICT,Rajpur,Urban,86,0,1,987,"1,04,184","52,370","51,814",6,806
3251,SUB-DISTRICT,Lundra,Total,0,0,0,"27,455","4,838","2,254","2,584",587.39,204
3251,SUB-DISTRICT,Lundra,Rural,112,0,0,"27,455","1,19,800","60,457","59,343",587.39,204
3251,SUB-DISTRICT,Lundra,Urban,112,0,0,0,"1,19,800","60,457","59,343",0,0
3252,SUB-DISTRICT,Sitapur,Total,0,0,1,"21,338",0,0,0,523.33,184
3252,SUB-DISTRICT,Sitapur,Rural,51,0,0,"19,410","96,131","47,843","48,288",514.99,168
3252,SUB-DISTRICT,Sitapur,Urban,51,0,1,"1,928","86,770","43,134","43,636",8.34,"1,122"
3253,SUB-DISTRICT,Batouli,Total,0,0,0,"16,419","9,361","4,709","4,652",377.01,186
3253,SUB-DISTRICT,Batouli,Rural,54,0,0,"16,419","70,244","35,094","35,150",377.01,186
3253,SUB-DISTRICT,Batouli,Urban,54,0,0,0,"70,244","35,094","35,150",0,0
3254,SUB-DISTRICT,Mainpat,Total,0,0,0,"16,869",0,0,0,406.58,188
3254,SUB-DISTRICT,Mainpat,Rural,46,0,0,"16,869","76,573","38,703","37,870",406.58,188
3254,SUB-DISTRICT,Mainpat,Urban,46,0,0,0,"76,573","38,703","37,870",0,0
0,DISTRICT,Jashpur ,Total,0,0,5,"1,92,570",0,0,0,5838,146
0,DISTRICT,Jashpur ,Rural,754,1,0,"1,76,032","8,51,669","4,24,747","4,26,922",5759.09,135
0,DISTRICT,Jashpur ,Urban,754,1,5,"16,538","7,75,677","3,86,307","3,89,370",78.91,963
3255,SUB-DISTRICT,Bagicha,Total,0,0,1,"39,165","75,992","38,440","37,552",1486.17,116
3255,SUB-DISTRICT,Bagicha,Rural,137,0,0,"36,714","1,71,711","86,023","85,688",1460.36,110
3255,SUB-DISTRICT,Bagicha,Urban,137,0,1,"2,451","1,61,284","80,569","80,715",25.81,404
