Sub District Code,Granularity,Name,Type,villages_Inhabited,villages_Uninhabited,towns,households,Persons,Males,Females,Area,Density
5360,SUB-DISTRICT,Tanakal,Rural,18,2,0,"12,211","47,946","23,722","24,224",353.19,136
5360,SUB-DISTRICT,Tanakal,Urban,18,2,0,0,"47,946","23,722","24,224",0,0
5361,SUB-DISTRICT,Amadagur,Total,0,0,0,"7,355",0,0,0,255.61,115
5361,SUB-DISTRICT,Amadagur,Rural,13,2,0,"7,355","29,520","14,704","14,816",255.61,115
5361,SUB-DISTRICT,Amadagur,Urban,13,2,0,0,"29,520","14,704","14,816",0,0
5362,SUB-DISTRICT,Gorantla,Total,0,0,0,"19,125",0,0,0,356.59,217
5362,SUB-DISTRICT,Gorantla,Rural,18,3,0,"19,125","77,271","39,009","38,262",356.59,217
5362,SUB-DISTRICT,Gorantla,Urban,18,3,0,0,"77,271","39,009","38,262",0,0
5363,SUB-DISTRICT,Somandepalle,Total,0,0,1,"11,670",0,0,0,219.88,216
5363,SUB-DISTRICT,Somandepalle,Rural,19,0,0,"6,926","47,591","24,340","23,251",189.54,151
5363,SUB-DISTRICT,Somandepalle,Urban,19,0,1,"4,744","28,696","14,692","14,004",30.34,623
5364,SUB-DISTRICT,Hindupur,Total,0,0,1,"46,860","18,895","9,648","9,247",199.86,"1,018"
5364,SUB-DISTRICT,Hindupur,Rural,14,0,0,"12,353","2,03,538","1,02,664","1,00,874",161.7,321
5364,SUB-DISTRICT,Hindupur,Urban,14,0,1,"34,507","51,861","26,294","25,567",38.16,"3,975"
5365,SUB-DISTRICT,Lepakshi,Total,0,0,0,"10,493","1,51,677","76,370","75,307",151.14,299
5365,SUB-DISTRICT,Lepakshi,Rural,10,0,0,"10,493","45,122","23,100","22,022",151.14,299
5365,SUB-DISTRICT,Lepakshi,Urban,10,0,0,0,"45,122","23,100","22,022",0,0
5366,SUB-DISTRICT,Chilamathur,Total,0,0,0,"12,217",0,0,0,249.79,206
5366,SUB-DISTRICT,Chilamathur,Rural,15,6,0,"12,217","51,456","25,759","25,697",249.79,206
5366,SUB-DISTRICT,Chilamathur,Urban,15,6,0,0,"51,456","25,759","25,697",0,0
0,DISTRICT,Chittoor,Total,0,0,22,"10,39,953",0,0,0,15152,275
0,DISTRICT,Chittoor,Rural,"1,455",38,0,"7,37,322","41,74,064","20,90,204","20,83,860",14833.38,198
0,DISTRICT,Chittoor,Urban,"1,455",38,22,"3,02,631","29,42,678","14,74,052","14,68,626",318.62,"3,865"
5367,SUB-DISTRICT,Mulakalacheruvu,Total,0,0,0,"11,537","12,31,386","6,16,152","6,15,234",268.45,170
5367,SUB-DISTRICT,Mulakalacheruvu,Rural,15,2,0,"11,537","45,556","22,600","22,956",268.45,170
5367,SUB-DISTRICT,Mulakalacheruvu,Urban,15,2,0,0,"45,556","22,600","22,956",0,0
5368,SUB-DISTRICT,Thamballapalle,Total,0,0,0,"10,343",0,0,0,329.4,121
5368,SUB-DISTRICT,Thamballapalle,Rural,16,1,0,"10,343","39,914","19,850","20,064",329.4,121
5368,SUB-DISTRICT,Thamballapalle,Urban,16,1,0,0,"39,914","19,850","20,064",0,0
5369,SUB-DISTRICT,Peddamandyam,Total,0,0,0,"9,121",0,0,0,261.08,132
5369,SUB-DISTRICT,Peddamandyam,Rural,9,0,0,"9,121","34,502","17,278","17,224",261.08,132
5369,SUB-DISTRICT,Peddamandyam,Urban,9,0,0,0,"34,502","17,278","17,224",0,0
5370,SUB-DISTRICT,Gurramkonda,Total,0,0,0,"10,885",0,0,0,259.32,165
5370,SUB-DISTRICT,Gurramkonda,Rural,17,0,0,"10,885","42,772","21,710","21,062",259.32,165
5370,SUB-DISTRICT,Gurramkonda,Urban,17,0,0,0,"42,772","21,710","21,062",0,0
5371,SUB-DISTRICT,Kalakada,Total,0,0,0,"9,125",0,0,0,238.47,144
5371,SUB-DISTRICT,Kalakada,Rural,16,0,0,"9,125","34,326","17,182","17,144",238.47,144
5371,SUB-DISTRICT,Kalakada,Urban,16,0,0,0,"34,326","17,182","17,144",0,0
5372,SUB-DISTRICT,Kambhamvaripalle,Total,0,0,0,"11,081",0,0,0,279.87,151
5372,SUB-DISTRICT,Kambhamvaripalle,Rural,20,1,0,"11,081","42,351","21,524","20,827",279.87,151
5372,SUB-DISTRICT,Kambhamvaripalle,Urban,20,1,0,0,"42,351","21,524","20,827",0,0
5373,SUB-DISTRICT,Rompicherla,Total,0,0,0,"7,096",0,0,0,138.59,190
5373,SUB-DISTRICT,Rompicherla,Rural,7,0,0,"7,096","26,335","13,168","13,167",138.59,190
5373,SUB-DISTRICT,Rompicherla,Urban,7,0,0,0,"26,335","13,168","13,167",0,0
5374,SUB-DISTRICT,Yerravaripalem,Total,0,0,0,"7,816",0,0,0,310.88,90
5374,SUB-DISTRICT,Yerravaripalem,Rural,10,0,0,"7,816","28,011","14,123","13,888",310.88,90
5374,SUB-DISTRICT,Yerravaripalem,Urban,10,0,0,0,"28,011","14,123","13,888",0,0
5375,SUB-DISTRICT,Tirupati (Rural),Total,0,0,4,"29,369",0,0,0,84.56,"1,389"
5375,SUB-DISTRICT,Tirupati (Rural),Rural,25,0,0,"12,764","1,17,445","59,449","57,996",60.88,829
5375,SUB-DISTRICT,Tirupati (Rural),Urban,25,0,4,"16,605","50,471","25,031","25,440",23.68,"2,828"
5376,SUB-DISTRICT,Renigunta,Total,0,0,1,"19,339","66,974","34,418","32,556",177.75,426
5376,SUB-DISTRICT,Renigunta,Rural,30,1,0,"12,672","75,789","38,090","37,699",173.15,287
5376,SUB-DISTRICT,Renigunta,Urban,30,1,1,"6,667","49,758","25,095","24,663",4.6,"5,659"
5377,SUB-DISTRICT,Yerpedu,Total,0,0,0,"14,635","26,031","12,995","13,036",227.43,248
5377,SUB-DISTRICT,Yerpedu,Rural,32,2,0,"14,635","56,403","28,131","28,272",227.43,248
5377,SUB-DISTRICT,Yerpedu,Urban,32,2,0,0,"56,403","28,131","28,272",0,0
5378,SUB-DISTRICT,Srikalahasti,Total,0,0,1,"34,860",0,0,0,361.74,380
5378,SUB-DISTRICT,Srikalahasti,Rural,61,5,0,"15,241","1,37,637","67,817","69,820",348.82,165
5378,SUB-DISTRICT,Srikalahasti,Urban,61,5,1,"19,619","57,581","28,822","28,759",12.92,"6,196"
5379,SUB-DISTRICT,Thottambedu,Total,0,0,0,"11,614","80,056","38,995","41,061",204.69,210
5379,SUB-DISTRICT,Thottambedu,Rural,40,1,0,"11,614","43,044","21,398","21,646",204.69,210
5379,SUB-DISTRICT,Thottambedu,Urban,40,1,0,0,"43,044","21,398","21,646",0,0
5380,SUB-DISTRICT,Buchinaidu Kandriga,Total,0,0,0,"9,175",0,0,0,158.28,216
5380,SUB-DISTRICT,Buchinaidu Kandriga,Rural,24,0,0,"9,175","34,261","17,097","17,164",158.28,216
5380,SUB-DISTRICT,Buchinaidu Kandriga,Urban,24,0,0,0,"34,261","17,097","17,164",0,0
5381,SUB-DISTRICT,Varadaiahpalem,Total,0,0,0,"12,005",0,0,0,212.62,212
5381,SUB-DISTRICT,Varadaiahpalem,Rural,29,1,0,"12,005","45,068","22,628","22,440",212.62,212
5381,SUB-DISTRICT,Varadaiahpalem,Urban,29,1,0,0,"45,068","22,628","22,440",0,0
5382,SUB-DISTRICT,K.V.B.Puram,Total,0,0,0,"10,875",0,0,0,493.49,85
5382,SUB-DISTRICT,K.V.B.Puram,Rural,38,1,0,"10,875","42,111","20,965","21,146",493.49,85
5382,SUB-DISTRICT,K.V.B.Puram,Urban,38,1,0,0,"42,111","20,965","21,146",0,0
5383,SUB-DISTRICT,Tirupati (Urban),Total,0,0,5,"1,00,000",0,0,0,405.7,"1,004"
5383,SUB-DISTRICT,Tirupati (Urban),Rural,2,0,0,"1,051","4,07,232","2,04,278","2,02,954",331.49,14
5383,SUB-DISTRICT,Tirupati (Urban),Urban,2,0,5,"98,949","4,565","2,367","2,198",74.21,"5,426"
5384,SUB-DISTRICT,Chandragiri,Total,0,0,0,"14,904","4,02,667","2,01,911","2,00,756",328.39,174
5384,SUB-DISTRICT,Chandragiri,Rural,23,0,0,"14,904","57,286","28,334","28,952",328.39,174
5384,SUB-DISTRICT,Chandragiri,Urban,23,0,0,0,"57,286","28,334","28,952",0,0
5385,SUB-DISTRICT,Chinnagottigallu,Total,0,0,0,"7,439",0,0,0,174.49,150
5385,SUB-DISTRICT,Chinnagottigallu,Rural,10,0,0,"7,439","26,150","13,021","13,129",174.49,150
5385,SUB-DISTRICT,Chinnagottigallu,Urban,10,0,0,0,"26,150","13,021","13,129",0,0
5386,SUB-DISTRICT,Pileru,Total,0,0,1,"18,958",0,0,0,299.56,244
5386,SUB-DISTRICT,Pileru,Rural,14,0,0,"8,422","73,016","36,281","36,735",293.71,107
5386,SUB-DISTRICT,Pileru,Urban,14,0,1,"10,536","31,527","15,604","15,923",5.85,"7,092"
5387,SUB-DISTRICT,Kalikiri,Total,0,0,0,"12,661","41,489","20,677","20,812",175.75,277
5387,SUB-DISTRICT,Kalikiri,Rural,14,0,0,"12,661","48,729","24,151","24,578",175.75,277
5387,SUB-DISTRICT,Kalikiri,Urban,14,0,0,0,"48,729","24,151","24,578",0,0
5388,SUB-DISTRICT,Valmikipuram,Total,0,0,0,"11,755",0,0,0,209.13,216
5388,SUB-DISTRICT,Valmikipuram,Rural,17,0,0,"11,755","45,274","22,445","22,829",209.13,216
5388,SUB-DISTRICT,Valmikipuram,Urban,17,0,0,0,"45,274","22,445","22,829",0,0
5389,SUB-DISTRICT,Kurabalakota,Total,0,0,0,"10,237",0,0,0,177.38,232
5389,SUB-DISTRICT,Kurabalakota,Rural,7,1,0,"10,237","41,235","20,668","20,567",177.38,232
5389,SUB-DISTRICT,Kurabalakota,Urban,7,1,0,0,"41,235","20,668","20,567",0,0
5390,SUB-DISTRICT,Pedda Thippasamudram,Total,0,0,0,"12,788",0,0,0,287.86,184
5390,SUB-DISTRICT,Pedda Thippasamudram,Rural,19,0,0,"12,788","53,079","27,181","25,898",287.86,184
5390,SUB-DISTRICT,Pedda Thippasamudram,Urban,19,0,0,0,"53,079","27,181","25,898",0,0
5391,SUB-DISTRICT,B.Kothakota,Total,0,0,0,"14,568",0,0,0,275.86,216
5391,SUB-DISTRICT,B.Kothakota,Rural,9,0,0,"14,568","59,465","30,299","29,166",275.86,216
5391,SUB-DISTRICT,B.Kothakota,Urban,9,0,0,0,"59,465","30,299","29,166",0,0
5392,SUB-DISTRICT,Madanapalle,Total,0,0,1,"57,057",0,0,0,347.35,671
5392,SUB-DISTRICT,Madanapalle,Rural,13,1,0,"13,137","2,33,182","1,17,320","1,15,862",323.91,164
5392,SUB-DISTRICT,Madanapalle,Urban,13,1,1,"43,920","53,002","26,620","26,382",23.44,"7,687"
5393,SUB-DISTRICT,Nimmanapalle,Total,0,0,0,"8,369","1,80,180","90,700","89,480",232.9,141
5393,SUB-DISTRICT,Nimmanapalle,Rural,10,0,0,"8,369","32,890","16,220","16,670",232.9,141
5393,SUB-DISTRICT,Nimmanapalle,Urban,10,0,0,0,"32,890","16,220","16,670",0,0
5394,SUB-DISTRICT,Sodam,Total,0,0,0,"8,992",0,0,0,205.3,168
5394,SUB-DISTRICT,Sodam,Rural,13,0,0,"8,992","34,394","17,598","16,796",205.3,168
5394,SUB-DISTRICT,Sodam,Urban,13,0,0,0,"34,394","17,598","16,796",0,0
5395,SUB-DISTRICT,Pulicherla,Total,0,0,0,"9,791",0,0,0,236.46,157
5395,SUB-DISTRICT,Pulicherla,Rural,15,0,0,"9,791","37,108","18,742","18,366",236.46,157
5395,SUB-DISTRICT,Pulicherla,Urban,15,0,0,0,"37,108","18,742","18,366",0,0
5396,SUB-DISTRICT,Pakala,Total,0,0,0,"15,000",0,0,0,169.07,335
5396,SUB-DISTRICT,Pakala,Rural,15,0,0,"15,000","56,667","28,025","28,642",169.07,335
5396,SUB-DISTRICT,Pakala,Urban,15,0,0,0,"56,667","28,025","28,642",0,0
5397,SUB-DISTRICT,Vedurukuppam,Total,0,0,0,"11,676",0,0,0,314.34,149
5397,SUB-DISTRICT,Vedurukuppam,Rural,30,2,0,"11,676","46,853","23,699","23,154",314.34,149
5397,SUB-DISTRICT,Vedurukuppam,Urban,30,2,0,0,"46,853","23,699","23,154",0,0
5398,SUB-DISTRICT,Ramachandrapuram,Total,0,0,0,"8,345",0,0,0,164.43,191
5398,SUB-DISTRICT,Ramachandrapuram,Rural,17,0,0,"8,345","31,373","15,669","15,704",164.43,191
5398,SUB-DISTRICT,Ramachandrapuram,Urban,17,0,0,0,"31,373","15,669","15,704",0,0
5399,SUB-DISTRICT,Vadamalapeta,Total,0,0,0,"8,588",0,0,0,98.1,330
5399,SUB-DISTRICT,Vadamalapeta,Rural,19,3,0,"8,588","32,407","16,196","16,211",98.1,330
5399,SUB-DISTRICT,Vadamalapeta,Urban,19,3,0,0,"32,407","16,196","16,211",0,0
5400,SUB-DISTRICT,Narayanavanam,Total,0,0,1,"9,366",0,0,0,230,161
5400,SUB-DISTRICT,Narayanavanam,Rural,15,0,0,"6,564","37,041","18,658","18,383",228.32,113
5400,SUB-DISTRICT,Narayanavanam,Urban,15,0,1,"2,802","25,788","12,997","12,791",1.68,"6,698"
5401,SUB-DISTRICT,Pichatur,Total,0,0,0,"8,739","11,253","5,661","5,592",125.47,251
5401,SUB-DISTRICT,Pichatur,Rural,17,0,0,"8,739","31,524","15,510","16,014",125.47,251
5401,SUB-DISTRICT,Pichatur,Urban,17,0,0,0,"31,524","15,510","16,014",0,0
5402,SUB-DISTRICT,Satyavedu,Total,0,0,0,"13,561",0,0,0,247.06,214
5402,SUB-DISTRICT,Satyavedu,Rural,30,1,0,"13,561","52,979","25,995","26,984",247.06,214
5402,SUB-DISTRICT,Satyavedu,Urban,30,1,0,0,"52,979","25,995","26,984",0,0
5403,SUB-DISTRICT,Nagalapuram,Total,0,0,0,"8,728",0,0,0,291.77,117
5403,SUB-DISTRICT,Nagalapuram,Rural,12,0,0,"8,728","34,026","16,759","17,267",291.77,117
5403,SUB-DISTRICT,Nagalapuram,Urban,12,0,0,0,"34,026","16,759","17,267",0,0
5404,SUB-DISTRICT,Nindra,Total,0,0,0,"7,369",0,0,0,75.59,384
5404,SUB-DISTRICT,Nindra,Rural,15,0,0,"7,369","28,993","14,341","14,652",75.59,384
5404,SUB-DISTRICT,Nindra,Urban,15,0,0,0,"28,993","14,341","14,652",0,0
5405,SUB-DISTRICT,Vijayapuram,Total,0,0,0,"7,957",0,0,0,101.01,297
5405,SUB-DISTRICT,Vijayapuram,Rural,17,1,0,"7,957","30,048","14,952","15,096",101.01,297
5405,SUB-DISTRICT,Vijayapuram,Urban,17,1,0,0,"30,048","14,952","15,096",0,0
5406,SUB-DISTRICT,Nagari,Total,0,0,1,"22,949",0,0,0,102.75,936
5406,SUB-DISTRICT,Nagari,Rural,19,1,0,"8,678","96,152","48,058","48,094",72.89,465
5406,SUB-DISTRICT,Nagari,Urban,19,1,1,"14,271","33,899","16,695","17,204",29.86,"2,085"
5407,SUB-DISTRICT,Puttur,Total,0,0,1,"19,750","62,253","31,363","30,890",139.05,569
5407,SUB-DISTRICT,Puttur,Rural,12,0,0,"6,273","79,166","39,186","39,980",95.76,262
5407,SUB-DISTRICT,Puttur,Urban,12,0,1,"13,477","25,074","12,169","12,905",43.29,"1,250"
5408,SUB-DISTRICT,Karvetinagar,Total,0,0,0,"12,198","54,092","27,017","27,075",155.71,307
5408,SUB-DISTRICT,Karvetinagar,Rural,25,1,0,"12,198","47,764","23,720","24,044",155.71,307
5408,SUB-DISTRICT,Karvetinagar,Urban,25,1,0,0,"47,764","23,720","24,044",0,0
5409,SUB-DISTRICT,Penumuru,Total,0,0,0,"10,683",0,0,0,154.12,270
5409,SUB-DISTRICT,Penumuru,Rural,17,0,0,"10,683","41,539","20,973","20,566",154.12,270
5409,SUB-DISTRICT,Penumuru,Urban,17,0,0,0,"41,539","20,973","20,566",0,0
5410,SUB-DISTRICT,Puthalapattu,Total,0,0,0,"12,530",0,0,0,169.06,275
5410,SUB-DISTRICT,Puthalapattu,Rural,20,1,0,"12,530","46,412","23,258","23,154",169.06,275
5410,SUB-DISTRICT,Puthalapattu,Urban,20,1,0,0,"46,412","23,258","23,154",0,0
5411,SUB-DISTRICT,Irala,Total,0,0,0,"13,435",0,0,0,236.52,214
5411,SUB-DISTRICT,Irala,Rural,18,0,0,"13,435","50,631","25,344","25,287",236.52,214
5411,SUB-DISTRICT,Irala,Urban,18,0,0,0,"50,631","25,344","25,287",0,0
5412,SUB-DISTRICT,Somala,Total,0,0,0,"11,274",0,0,0,471.6,92
5412,SUB-DISTRICT,Somala,Rural,13,0,0,"11,274","43,528","21,795","21,733",471.6,92
5412,SUB-DISTRICT,Somala,Urban,13,0,0,0,"43,528","21,795","21,733",0,0
5413,SUB-DISTRICT,Chowdepalle,Total,0,0,0,"10,525",0,0,0,217.53,194
5413,SUB-DISTRICT,Chowdepalle,Rural,15,0,0,"10,525","42,103","21,136","20,967",217.53,194
5413,SUB-DISTRICT,Chowdepalle,Urban,15,0,0,0,"42,103","21,136","20,967",0,0
5414,SUB-DISTRICT,Ramasamudram,Total,0,0,0,"11,339",0,0,0,223.18,220
5414,SUB-DISTRICT,Ramasamudram,Rural,15,0,0,"11,339","49,202","24,628","24,574",223.18,220
5414,SUB-DISTRICT,Ramasamudram,Urban,15,0,0,0,"49,202","24,628","24,574",0,0
5415,SUB-DISTRICT,Punganur,Total,0,0,1,"25,941",0,0,0,256.64,427
5415,SUB-DISTRICT,Punganur,Rural,18,0,0,"13,174","1,09,702","54,645","55,057",224.36,245
5415,SUB-DISTRICT,Punganur,Urban,18,0,1,"12,767","54,956","27,410","27,546",32.28,"1,696"
5416,SUB-DISTRICT,Peddapanjani,Total,0,0,0,"13,596","54,746","27,235","27,511",214.54,272
5416,SUB-DISTRICT,Peddapanjani,Rural,22,0,0,"13,596","58,423","29,137","29,286",214.54,272
5416,SUB-DISTRICT,Peddapanjani,Urban,22,0,0,0,"58,423","29,137","29,286",0,0
5417,SUB-DISTRICT,Gangavaram,Total,0,0,0,"13,223",0,0,0,232.9,241
5417,SUB-DISTRICT,Gangavaram,Rural,16,0,0,"12,603","56,183","28,171","28,012",232.9,230
5417,SUB-DISTRICT,Gangavaram,Urban,16,0,0,620,"53,598","26,853","26,745",NA,NA
5418,SUB-DISTRICT,Thavanampalle,Total,0,0,0,"13,751","2,585","1,318","1,267",154.7,347
5418,SUB-DISTRICT,Thavanampalle,Rural,24,0,0,"13,751","53,708","26,738","26,970",154.7,347
5418,SUB-DISTRICT,Thavanampalle,Urban,24,0,0,0,"53,708","26,738","26,970",0,0
5419,SUB-DISTRICT,Srirangarajapuram,Total,0,0,0,"9,700",0,0,0,116.92,333
5419,SUB-DISTRICT,Srirangarajapuram,Rural,37,1,0,"9,700","38,926","19,562","19,364",116.92,333
5419,SUB-DISTRICT,Srirangarajapuram,Urban,37,1,0,0,"38,926","19,562","19,364",0,0
5420,SUB-DISTRICT,Gangadhara Nellore,Total,0,0,0,"16,718",0,0,0,200.78,346
5420,SUB-DISTRICT,Gangadhara Nellore,Rural,34,1,0,"16,718","69,543","35,293","34,250",200.78,346
5420,SUB-DISTRICT,Gangadhara Nellore,Urban,34,1,0,0,"69,543","35,293","34,250",0,0
5421,SUB-DISTRICT,Chittoor,Total,0,0,3,"54,441",0,0,0,177.08,"1,202"
5421,SUB-DISTRICT,Chittoor,Rural,31,1,0,"9,540","2,12,816","1,06,211","1,06,605",131.06,284
5421,SUB-DISTRICT,Chittoor,Urban,31,1,3,"44,901","37,169","18,702","18,467",46.02,"3,817"
5422,SUB-DISTRICT,Palamaner,Total,0,0,1,"19,513","1,75,647","87,509","88,138",236.57,344
5422,SUB-DISTRICT,Palamaner,Rural,14,1,0,"7,202","81,470","40,344","41,126",218.88,137
5422,SUB-DISTRICT,Palamaner,Urban,14,1,1,"12,311","30,020","15,082","14,938",17.69,"2,908"
5423,SUB-DISTRICT,Baireddipalle,Total,0,0,0,"12,347","51,450","25,262","26,188",268.61,210
5423,SUB-DISTRICT,Baireddipalle,Rural,25,0,0,"12,347","56,538","28,395","28,143",268.61,210
5423,SUB-DISTRICT,Baireddipalle,Urban,25,0,0,0,"56,538","28,395","28,143",0,0
5424,SUB-DISTRICT,Venkatagirikota,Total,0,0,0,"19,261",0,0,0,288.44,306
5424,SUB-DISTRICT,Venkatagirikota,Rural,32,2,0,"19,261","88,321","44,296","44,025",288.44,306
5424,SUB-DISTRICT,Venkatagirikota,Urban,32,2,0,0,"88,321","44,296","44,025",0,0
5425,SUB-DISTRICT,Santhipuram,Total,0,0,0,"13,304",0,0,0,185.72,333
5425,SUB-DISTRICT,Santhipuram,Rural,60,0,0,"13,304","61,789","31,431","30,358",185.72,333
5425,SUB-DISTRICT,Santhipuram,Urban,60,0,0,0,"61,789","31,431","30,358",0,0
5426,SUB-DISTRICT,Gudupalle,Total,0,0,0,"10,013",0,0,0,150.12,300
5426,SUB-DISTRICT,Gudupalle,Rural,47,1,0,"10,013","45,004","22,687","22,317",150.12,300
5426,SUB-DISTRICT,Gudupalle,Urban,47,1,0,0,"45,004","22,687","22,317",0,0
5427,SUB-DISTRICT,Kuppam,Total,0,0,1,"27,048",0,0,0,362.75,332
5427,SUB-DISTRICT,Kuppam,Rural,62,1,0,"21,862","1,20,479","60,956","59,523",359.65,274
5427,SUB-DISTRICT,Kuppam,Urban,62,1,1,"5,186","98,516","49,865","48,651",3.1,"7,085"
5428,SUB-DISTRICT,Ramakuppam,Total,0,0,0,"12,677","21,963","11,091","10,872",329.06,176
5428,SUB-DISTRICT,Ramakuppam,Rural,37,1,0,"12,677","57,851","29,650","28,201",329.06,176
5428,SUB-DISTRICT,Ramakuppam,Urban,37,1,0,0,"57,851","29,650","28,201",0,0
5429,SUB-DISTRICT,Bangarupalem,Total,0,0,0,"18,645",0,0,0,346.22,211
5429,SUB-DISTRICT,Bangarupalem,Rural,27,0,0,"18,645","73,199","36,737","36,462",346.22,211
5429,SUB-DISTRICT,Bangarupalem,Urban,27,0,0,0,"73,199","36,737","36,462",0,0
5430,SUB-DISTRICT,Yadamarri,Total,0,0,0,"12,807",0,0,0,176.48,284
5430,SUB-DISTRICT,Yadamarri,Rural,24,0,0,"12,807","50,176","25,116","25,060",176.48,284
5430,SUB-DISTRICT,Yadamarri,Urban,24,0,0,0,"50,176","25,116","25,060",0,0
5431,SUB-DISTRICT,Gudipala,Total,0,0,0,"11,047",0,0,0,189.92,228
5431,SUB-DISTRICT,Gudipala,Rural,30,2,0,"11,047","43,306","21,532","21,774",189.92,228
5431,SUB-DISTRICT,Gudipala,Urban,30,2,0,0,"43,306","21,532","21,774",0,0
5432,SUB-DISTRICT,Palasamudram,Total,0,0,0,"5,514",0,0,0,215.43,110
5432,SUB-DISTRICT,Palasamudram,Rural,19,0,0,"5,514","23,657","11,853","11,804",215.43,110
5432,SUB-DISTRICT,Palasamudram,Urban,19,0,0,0,"23,657","11,853","11,804",0,0
0,STATE,KARNATAKA,Total,0,0,347,"1,33,57,027",0,0,0,191791,319
0,STATE,KARNATAKA,Rural,"27,397","1,943",0,"79,46,657","6,10,95,297","3,09,66,657","3,01,28,640",185776.57,202
0,STATE,KARNATAKA,Urban,"27,397","1,943",347,"54,10,370","3,74,69,335","1,89,29,354","1,85,39,981",6014.43,"3,928"
0,DISTRICT,Belgaum,Total,0,0,31,"9,83,854","2,36,25,962","1,20,37,303","1,15,88,659",13433,356
0,DISTRICT,Belgaum,Rural,"1,263",12,0,"7,19,233","47,79,661","24,23,063","23,56,598",13014.51,274
0,DISTRICT,Belgaum,Urban,"1,263",12,31,"2,64,621","35,68,466","18,11,094","17,57,372",418.49,"2,894"
5433,SUB-DISTRICT,Chikodi,Total,0,0,3,"1,32,923","12,11,195","6,11,969","5,99,226",1263,498
5433,SUB-DISTRICT,Chikodi,Rural,132,0,0,"1,05,546","6,28,800","3,19,797","3,09,003",1209.64,417
5433,SUB-DISTRICT,Chikodi,Urban,132,0,3,"27,377","5,03,838","2,57,240","2,46,598",53.36,"2,342"
5434,SUB-DISTRICT,Athni,Total,0,0,1,"1,07,689","1,24,962","62,557","62,405",1991,264
5434,SUB-DISTRICT,Athni,Rural,109,0,0,"97,698","5,25,832","2,68,579","2,57,253",1981.91,241
5434,SUB-DISTRICT,Athni,Urban,109,0,1,"9,991","4,77,990","2,44,533","2,33,457",9.09,"5,263"
5435,SUB-DISTRICT,Raybag ,Total,0,0,2,"75,921","47,842","24,046","23,796",952,426
5435,SUB-DISTRICT,Raybag ,Rural,59,0,0,"67,828","4,05,489","2,07,142","1,98,347",940.3,387
5435,SUB-DISTRICT,Raybag ,Urban,59,0,2,"8,093","3,63,599","1,85,784","1,77,815",11.7,"3,580"
5436,SUB-DISTRICT,Gokak,Total,0,0,4,"1,16,569","41,890","21,358","20,532",1543,397
5436,SUB-DISTRICT,Gokak,Rural,131,0,0,"88,909","6,12,163","3,07,626","3,04,537",1475.38,323
5436,SUB-DISTRICT,Gokak,Urban,131,0,4,"27,660","4,76,448","2,39,622","2,36,826",67.62,"2,007"
5437,SUB-DISTRICT,Hukeri,Total,0,0,2,"85,209","1,35,715","68,004","67,711",987,405
5437,SUB-DISTRICT,Hukeri,Rural,123,0,0,"72,512","3,99,270","2,00,490","1,98,780",973.48,351
5437,SUB-DISTRICT,Hukeri,Urban,123,0,2,"12,697","3,41,645","1,71,560","1,70,085",13.52,"4,262"
5438,SUB-DISTRICT,Belgaum,Total,0,0,13,"2,09,944","57,625","28,930","28,695",1032,928
5438,SUB-DISTRICT,Belgaum,Rural,120,4,0,"64,878","9,57,373","4,86,704","4,70,669",826.42,379
5438,SUB-DISTRICT,Belgaum,Urban,120,4,13,"1,45,066","3,13,511","1,59,294","1,54,217",205.58,"3,132"
5439,SUB-DISTRICT,Khanapur,Total,0,0,3,"56,153","6,43,862","3,27,410","3,16,452",1742,148
5439,SUB-DISTRICT,Khanapur,Rural,217,1,0,"48,500","2,58,089","1,30,598","1,27,491",1716.81,130
5439,SUB-DISTRICT,Khanapur,Urban,217,1,3,"7,653","2,23,987","1,13,404","1,10,583",25.19,"1,354"
5440,SUB-DISTRICT,Sampgaon,Total,0,0,1,"80,060","34,102","17,194","16,908",1120,340
5440,SUB-DISTRICT,Sampgaon,Rural,132,0,0,"69,611","3,81,189","1,92,462","1,88,727",1107.24,300
5440,SUB-DISTRICT,Sampgaon,Urban,132,0,1,"10,449","3,32,007","1,67,934","1,64,073",12.76,"3,854"
5441,SUB-DISTRICT,Parasgad,Total,0,0,1,"70,063","49,182","24,528","24,654",1578,224
5441,SUB-DISTRICT,Parasgad,Rural,125,7,0,"61,511","3,52,929","1,78,755","1,74,174",1562,200
5441,SUB-DISTRICT,Parasgad,Urban,125,7,1,"8,552","3,11,714","1,58,163","1,53,551",16,"2,576"
5442,SUB-DISTRICT,Ramdurg,Total,0,0,1,"49,323","41,215","20,592","20,623",1225,211
5442,SUB-DISTRICT,Ramdurg,Rural,115,0,0,"42,240","2,58,527","1,30,910","1,27,617",1221.33,183
5442,SUB-DISTRICT,Ramdurg,Urban,115,0,1,"7,083","2,23,727","1,13,560","1,10,167",3.67,"9,482"
0,DISTRICT,Bagalkot ,Total,0,0,15,"3,61,149","34,800","17,350","17,450",6552,288
0,DISTRICT,Bagalkot ,Rural,613,11,0,"2,42,690","18,89,752","9,50,111","9,39,641",6369.08,203
0,DISTRICT,Bagalkot ,Urban,613,11,15,"1,18,459","12,91,906","6,50,267","6,41,639",182.92,"3,268"
5443,SUB-DISTRICT,Jamkhandi,Total,0,0,3,"90,067","5,97,846","2,99,844","2,98,002",1159,406
